2013, NYY, AL, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, .000, .000, .000, .000, 2, 0, 0, 0, 0, .---, 0, 0, 0, 9, 4.500, 1.000, .000, .---, .000, .000, 0, 
2014, NYY, AL, 2, 5, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, .000, .000, .000, .000, 5, 0, 2, 1, 0, .000, 0, 0, 2, 11, 2.200, .200, .000, .---, .000, .000, 0, 
2015, MIA, NL, 23, 40, 34, 0, 4, 0, 0, 0, 0, 0, 16, 0, 0, 1, .118, .143, .118, .261, 40, 4, 24, 5, 0, .222, 0, 0, 6, 127, 3.175, .400, .000, .---, .000, .000, 0, 
2016, MIA, NL, 62, 13, 11, 0, 2, 0, 0, 0, 1, 0, 3, 0, 0, 0, .182, .182, .182, .364, 13, 2, 7, 2, 0, .250, 0, 1, 3, 48, 3.692, .231, .000, .---, .000, .000, 0, 
2017, 2 Teams, 44, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, .000, .000, .000, .000, 0, 0, 0, 0, .---, 0, 0, 0, 5, 5.000, 1.000, .000, .---, .000, .000, 0, 
2017, MIA, NL, 43, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, .000, .000, .000, .000, 1, 0, 0, 0, 0, .---, 0, 0, 0, 5, 5.000, 1.000, .000, .---, .000, .000, 0, 
2017, SEA, AL, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .---, .---, .---, .000, 0, 0, 0, 0, 0, .---, 0, 0, 0, 0, -.--, .---, .---, .---, 0, 
2019, CHC, NL, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 0, 0, 0, 0, 0, .---, 0, 0, 0, 0, -.--, .---, .---, .---, 0, 
2020, MIL, NL, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 0, 0, 0, 0, 0, .---, 0, 0, 0, 0, -.--, .---, .---, .---, 0, 
7 Seasons, 157, 61, 52, 0, 6, 0, 0, 0, 1, 0, 23, 0, 0, 1, .115, .132, .115, .247, 61, 6, 33, 8, 0, .207, 0, 1, 11, 200, 3.279, .377, .000, .---, .000, .000, 0, 
